ID,rating
80001,4
80002,3
80003,4
80004,3
80005,3
80006,3
80007,3
80008,3
80009,3
80010,3
80011,3
80012,3
80013,3
80014,3
80015,3
80016,3
80017,3
80018,3
80019,3
80020,3
80021,3
80022,3
80023,3
80024,3
80025,3
80026,3
80027,3
80028,3
80029,3
80030,4
80031,3
80032,3
80033,3
80034,3
80035,3
80036,3
80037,3
80038,3
80039,3
80040,4
80041,3
80042,3
80043,3
80044,3
80045,3
80046,3
80047,3
80048,3
80049,3
80050,3
80051,4
80052,3
80053,4
80054,3
80055,3
80056,3
80057,3
80058,3
80059,3
80060,3
80061,3
80062,3
80063,3
80064,4
80065,4
80066,4
80067,3
80068,3
80069,3
80070,3
80071,3
80072,3
80073,3
80074,4
80075,3
80076,3
80077,3
80078,3
80079,3
80080,3
80081,3
80082,3
80083,3
80084,3
80085,3
80086,3
80087,3
80088,3
80089,3
80090,3
80091,3
80092,3
80093,3
80094,3
80095,3
80096,3
80097,3
80098,3
80099,3
80100,3
80101,3
80102,3
80103,3
80104,3
80105,3
80106,3
80107,3
80108,3
80109,3
80110,3
80111,3
80112,3
80113,4
80114,3
80115,3
80116,3
80117,3
80118,4
80119,3
80120,3
80121,3
80122,3
80123,3
80124,3
80125,3
80126,3
80127,3
80128,3
80129,3
80130,3
80131,4
80132,3
80133,3
80134,3
80135,3
80136,3
80137,3
80138,4
80139,3
80140,3
80141,3
80142,3
80143,3
80144,3
80145,3
80146,4
80147,3
80148,3
80149,3
80150,3
80151,3
80152,3
80153,3
80154,3
80155,3
80156,3
80157,3
80158,3
80159,3
80160,3
80161,3
80162,3
80163,3
80164,3
80165,3
80166,3
80167,3
80168,3
80169,3
80170,3
80171,3
80172,3
80173,3
80174,3
80175,3
80176,3
80177,3
80178,3
80179,3
80180,3
80181,3
80182,3
80183,3
80184,3
80185,3
80186,3
80187,3
80188,3
80189,3
80190,3
80191,3
80192,3
80193,3
80194,3
80195,3
80196,4
80197,3
80198,3
80199,3
80200,3
80201,3
80202,3
80203,3
80204,3
80205,3
80206,3
80207,3
80208,3
80209,3
80210,4
80211,3
80212,3
80213,3
80214,3
80215,3
80216,3
80217,3
80218,4
80219,3
80220,3
80221,3
80222,3
80223,3
80224,3
80225,3
80226,3
80227,3
80228,3
80229,3
80230,3
80231,3
80232,3
80233,3
80234,3
80235,3
80236,3
80237,3
80238,3
80239,3
80240,4
80241,3
80242,3
80243,3
80244,3
80245,3
80246,3
80247,3
80248,3
80249,3
80250,4
80251,3
80252,3
80253,3
80254,3
80255,3
80256,3
80257,3
80258,3
80259,3
80260,4
80261,3
80262,3
80263,3
80264,3
80265,3
80266,3
80267,3
80268,3
80269,3
80270,3
80271,3
80272,3
80273,3
80274,3
80275,3
80276,3
80277,3
80278,3
80279,4
80280,3
80281,3
80282,3
80283,3
80284,3
80285,3
80286,3
80287,3
80288,3
80289,4
80290,3
80291,3
80292,3
80293,3
80294,3
80295,3
80296,3
80297,3
80298,3
80299,3
80300,3
80301,3
80302,4
80303,3
80304,3
80305,3
80306,4
80307,3
80308,3
80309,3
80310,4
80311,4
80312,3
80313,3
80314,3
80315,3
80316,3
80317,3
80318,3
80319,3
80320,3
80321,3
80322,4
80323,3
80324,3
80325,3
80326,3
80327,3
80328,3
80329,3
80330,3
80331,3
80332,3
80333,3
80334,3
80335,3
80336,3
80337,3
80338,3
80339,3
80340,3
80341,3
80342,3
80343,3
80344,3
80345,3
80346,3
80347,3
80348,3
80349,3
80350,3
80351,3
80352,3
80353,3
80354,3
80355,3
80356,3
80357,3
80358,3
80359,3
80360,3
80361,3
80362,4
80363,3
80364,3
80365,3
80366,3
80367,3
80368,3
80369,3
80370,3
80371,3
80372,3
80373,3
80374,3
80375,3
80376,3
80377,3
80378,3
80379,3
80380,3
80381,3
80382,3
80383,3
80384,3
80385,3
80386,3
80387,3
80388,3
80389,3
80390,4
80391,4
80392,3
80393,3
80394,3
80395,4
80396,3
80397,3
80398,3
80399,3
80400,3
80401,3
80402,3
80403,3
80404,3
80405,3
80406,3
80407,3
80408,4
80409,3
80410,3
80411,3
80412,3
80413,3
80414,3
80415,3
80416,3
80417,3
80418,3
80419,3
80420,3
80421,3
80422,3
80423,4
80424,3
80425,3
80426,3
80427,3
80428,3
80429,3
80430,3
80431,4
80432,3
80433,3
80434,3
80435,3
80436,3
80437,3
80438,3
80439,3
80440,4
80441,3
80442,3
80443,3
80444,4
80445,3
80446,4
80447,4
80448,3
80449,3
80450,3
80451,3
80452,3
80453,3
80454,3
80455,3
80456,3
80457,3
80458,3
80459,3
80460,3
80461,3
80462,3
80463,3
80464,3
80465,3
80466,3
80467,3
80468,3
80469,3
80470,3
80471,3
80472,3
80473,3
80474,3
80475,3
80476,3
80477,3
80478,4
80479,3
80480,3
80481,3
80482,4
80483,4
80484,3
80485,3
80486,3
80487,3
80488,3
80489,3
80490,3
80491,3
80492,3
80493,4
80494,3
80495,3
80496,3
80497,3
80498,3
80499,3
80500,3
80501,3
80502,3
80503,4
80504,3
80505,3
80506,3
80507,3
80508,3
80509,3
80510,3
80511,3
80512,3
80513,3
80514,3
80515,3
80516,3
80517,3
80518,3
80519,3
80520,3
80521,3
80522,3
80523,3
80524,4
80525,3
80526,3
80527,3
80528,3
80529,3
80530,3
80531,3
80532,3
80533,3
80534,3
80535,3
80536,3
80537,3
80538,3
80539,3
80540,3
80541,3
80542,3
80543,3
80544,3
80545,3
80546,3
80547,3
80548,3
80549,4
80550,3
80551,3
80552,4
80553,3
80554,3
80555,3
80556,3
80557,3
80558,3
80559,3
80560,3
80561,3
80562,3
80563,3
80564,3
80565,3
80566,3
80567,3
80568,3
80569,3
80570,3
80571,3
80572,3
80573,3
80574,3
80575,3
80576,3
80577,3
80578,3
80579,3
80580,3
80581,3
80582,3
80583,3
80584,3
80585,3
80586,3
80587,3
80588,3
80589,3
80590,3
80591,3
80592,4
80593,4
80594,3
80595,3
80596,3
80597,3
80598,3
80599,3
80600,3
80601,3
80602,3
80603,3
80604,3
80605,3
80606,4
80607,3
80608,3
80609,3
80610,3
80611,3
80612,3
80613,3
80614,3
80615,3
80616,3
80617,3
80618,3
80619,3
80620,3
80621,3
80622,3
80623,3
80624,3
80625,3
80626,3
80627,3
80628,3
80629,3
80630,3
80631,3
80632,3
80633,3
80634,3
80635,3
80636,3
80637,4
80638,3
80639,3
80640,3
80641,3
80642,3
80643,3
80644,4
80645,3
80646,3
80647,4
80648,3
80649,3
80650,3
80651,3
80652,3
80653,3
80654,3
80655,3
80656,3
80657,3
80658,3
80659,3
80660,3
80661,3
80662,3
80663,3
80664,3
80665,3
80666,3
80667,3
80668,3
80669,3
80670,3
80671,3
80672,4
80673,3
80674,3
80675,3
80676,3
80677,3
80678,3
80679,3
80680,3
80681,3
80682,3
80683,4
80684,3
80685,3
80686,3
80687,4
80688,4
80689,3
80690,4
80691,3
80692,3
80693,3
80694,3
80695,3
80696,3
80697,4
80698,3
80699,3
80700,3
80701,3
80702,3
80703,3
80704,3
80705,3
80706,3
80707,3
80708,3
80709,3
80710,3
80711,3
80712,3
80713,3
80714,3
80715,3
80716,3
80717,3
80718,3
80719,4
80720,3
80721,3
80722,3
80723,3
80724,3
80725,3
80726,3
80727,3
80728,3
80729,3
80730,3
80731,3
80732,3
80733,3
80734,3
80735,3
80736,3
80737,3
80738,3
80739,3
80740,3
80741,3
80742,3
80743,3
80744,3
80745,3
80746,4
80747,3
80748,3
80749,3
80750,3
80751,3
80752,3
80753,3
80754,3
80755,3
80756,3
80757,3
80758,3
80759,3
80760,4
80761,3
80762,3
80763,3
80764,3
80765,3
80766,3
80767,3
80768,3
80769,4
80770,3
80771,3
80772,3
80773,3
80774,3
80775,3
80776,3
80777,3
80778,3
80779,4
80780,3
80781,3
80782,3
80783,3
80784,4
80785,3
80786,3
80787,3
80788,3
80789,3
80790,3
80791,3
80792,4
80793,3
80794,3
80795,3
80796,3
80797,3
80798,3
80799,3
80800,3
80801,3
80802,3
80803,3
80804,3
80805,3
80806,3
80807,3
80808,3
80809,3
80810,3
80811,3
80812,3
80813,4
80814,3
80815,3
80816,3
80817,3
80818,3
80819,3
80820,3
80821,3
80822,3
80823,3
80824,3
80825,3
80826,3
80827,3
80828,3
80829,3
80830,3
80831,3
80832,3
80833,3
80834,3
80835,3
80836,3
80837,3
80838,3
80839,3
80840,3
80841,3
80842,3
80843,3
80844,3
80845,3
80846,3
80847,3
80848,3
80849,3
80850,3
80851,3
80852,3
80853,3
80854,4
80855,3
80856,3
80857,3
80858,4
80859,3
80860,3
80861,3
80862,3
80863,3
80864,3
80865,3
80866,3
80867,3
80868,3
80869,3
80870,3
80871,3
80872,3
80873,3
80874,3
80875,3
80876,3
80877,3
80878,3
80879,3
80880,4
80881,4
80882,3
80883,3
80884,3
80885,3
80886,3
80887,3
80888,3
80889,3
80890,3
80891,3
80892,3
80893,3
80894,3
80895,3
80896,3
80897,3
80898,3
80899,3
80900,4
80901,3
80902,3
80903,3
80904,4
80905,3
80906,4
80907,4
80908,3
80909,3
80910,3
80911,3
80912,3
80913,3
80914,3
80915,3
80916,3
80917,3
80918,3
80919,3
80920,4
80921,3
80922,3
80923,3
80924,3
80925,3
80926,3
80927,3
80928,3
80929,3
80930,3
80931,3
80932,3
80933,3
80934,3
80935,3
80936,3
80937,3
80938,3
80939,3
80940,3
80941,3
80942,3
80943,3
80944,3
80945,3
80946,3
80947,3
80948,3
80949,4
80950,3
80951,3
80952,4
80953,3
80954,3
80955,3
80956,3
80957,3
80958,3
80959,3
80960,3
80961,3
80962,3
80963,3
80964,3
80965,3
80966,3
80967,4
80968,3
80969,3
80970,3
80971,3
80972,3
80973,3
80974,3
80975,3
80976,4
80977,3
80978,3
80979,3
80980,3
80981,3
80982,3
80983,3
80984,3
80985,3
80986,3
80987,3
80988,3
80989,3
80990,3
80991,4
80992,3
80993,3
80994,3
80995,4
80996,3
80997,3
80998,3
80999,3
81000,3
81001,3
81002,3
81003,3
81004,3
81005,3
81006,3
81007,4
81008,3
81009,3
81010,3
81011,3
81012,3
81013,3
81014,3
81015,3
81016,3
81017,3
81018,3
81019,3
81020,3
81021,3
81022,3
81023,3
81024,3
81025,3
81026,3
81027,3
81028,3
81029,3
81030,3
81031,3
81032,3
81033,3
81034,4
81035,3
81036,3
81037,3
81038,3
81039,3
81040,3
81041,3
81042,3
81043,3
81044,3
81045,3
81046,3
81047,3
81048,3
81049,3
81050,3
81051,3
81052,3
81053,3
81054,3
81055,4
81056,3
81057,3
81058,3
81059,3
81060,3
81061,3
81062,3
81063,4
81064,3
81065,3
81066,3
81067,3
81068,4
81069,3
81070,3
81071,4
81072,3
81073,3
81074,3
81075,3
81076,3
81077,4
81078,3
81079,4
81080,3
81081,3
81082,3
81083,3
81084,3
81085,3
81086,3
81087,3
81088,3
81089,3
81090,3
81091,3
81092,3
81093,3
81094,3
81095,3
81096,3
81097,3
81098,4
81099,3
81100,3
81101,3
81102,3
81103,3
81104,3
81105,3
81106,3
81107,3
81108,4
81109,3
81110,3
81111,3
81112,3
81113,3
81114,4
81115,3
81116,3
81117,3
81118,3
81119,3
81120,4
81121,3
81122,4
81123,3
81124,3
81125,3
81126,3
81127,3
81128,3
81129,3
81130,3
81131,3
81132,3
81133,3
81134,3
81135,3
81136,4
81137,4
81138,3
81139,3
81140,3
81141,3
81142,3
81143,3
81144,3
81145,3
81146,3
81147,3
81148,4
81149,3
81150,3
81151,3
81152,3
81153,3
81154,3
81155,3
81156,3
81157,3
81158,3
81159,3
81160,3
81161,3
81162,3
81163,3
81164,3
81165,3
81166,4
81167,3
81168,3
81169,3
81170,4
81171,3
81172,3
81173,3
81174,3
81175,3
81176,4
81177,3
81178,3
81179,3
81180,3
81181,3
81182,3
81183,3
81184,3
81185,3
81186,3
81187,3
81188,3
81189,3
81190,3
81191,3
81192,3
81193,4
81194,3
81195,3
81196,3
81197,3
81198,3
81199,3
81200,4
81201,3
81202,3
81203,3
81204,3
81205,3
81206,3
81207,3
81208,4
81209,4
81210,3
81211,3
81212,3
81213,3
81214,3
81215,3
81216,3
81217,3
81218,3
81219,3
81220,3
81221,3
81222,3
81223,3
81224,3
81225,3
81226,3
81227,4
81228,3
81229,3
81230,3
81231,3
81232,3
81233,3
81234,3
81235,3
81236,3
81237,3
81238,3
81239,4
81240,3
81241,3
81242,4
81243,3
81244,3
81245,3
81246,3
81247,3
81248,3
81249,3
81250,3
81251,3
81252,3
81253,3
81254,3
81255,3
81256,3
81257,3
81258,3
81259,3
81260,3
81261,3
81262,4
81263,3
81264,3
81265,3
81266,3
81267,3
81268,4
81269,3
81270,3
81271,3
81272,3
81273,3
81274,3
81275,3
81276,3
81277,3
81278,3
81279,3
81280,3
81281,4
81282,3
81283,3
81284,3
81285,3
81286,3
81287,3
81288,3
81289,3
81290,3
81291,3
81292,3
81293,3
81294,3
81295,3
81296,3
81297,3
81298,3
81299,3
81300,3
81301,3
81302,3
81303,3
81304,3
81305,3
81306,3
81307,3
81308,3
81309,3
81310,3
81311,3
81312,3
81313,3
81314,3
81315,3
81316,3
81317,3
81318,4
81319,3
81320,3
81321,3
81322,3
81323,3
81324,4
81325,3
81326,4
81327,3
81328,3
81329,3
81330,3
81331,3
81332,3
81333,3
81334,4
81335,3
81336,3
81337,4
81338,3
81339,3
81340,3
81341,3
81342,3
81343,3
81344,3
81345,3
81346,3
81347,3
81348,3
81349,3
81350,3
81351,3
81352,3
81353,3
81354,3
81355,3
81356,3
81357,3
81358,3
81359,4
81360,3
81361,3
81362,3
81363,3
81364,3
81365,3
81366,3
81367,3
81368,3
81369,3
81370,3
81371,3
81372,3
81373,3
81374,3
81375,3
81376,3
81377,3
81378,3
81379,3
81380,3
81381,3
81382,3
81383,3
81384,3
81385,3
81386,3
81387,3
81388,3
81389,3
81390,3
81391,3
81392,3
81393,3
81394,3
81395,4
81396,3
81397,3
81398,3
81399,3
81400,3
81401,3
81402,3
81403,3
81404,3
81405,3
81406,3
81407,3
81408,3
81409,4
81410,3
81411,3
81412,3
81413,3
81414,3
81415,3
81416,3
81417,3
81418,3
81419,4
81420,3
81421,3
81422,3
81423,3
81424,3
81425,3
81426,3
81427,3
81428,3
81429,3
81430,3
81431,3
81432,3
81433,3
81434,3
81435,3
81436,3
81437,3
81438,3
81439,3
81440,3
81441,3
81442,3
81443,3
81444,3
81445,3
81446,4
81447,3
81448,3
81449,3
81450,3
81451,3
81452,3
81453,3
81454,3
81455,3
81456,3
81457,3
81458,3
81459,3
81460,3
81461,3
81462,3
81463,3
81464,3
81465,3
81466,3
81467,3
81468,3
81469,3
81470,3
81471,3
81472,3
81473,3
81474,3
81475,3
81476,3
81477,3
81478,3
81479,3
81480,3
81481,3
81482,3
81483,3
81484,3
81485,3
81486,3
81487,3
81488,3
81489,3
81490,3
81491,3
81492,3
81493,3
81494,3
81495,3
81496,3
81497,3
81498,3
81499,3
81500,3
81501,3
81502,3
81503,3
81504,3
81505,3
81506,4
81507,3
81508,3
81509,3
81510,3
81511,4
81512,4
81513,3
81514,3
81515,3
81516,4
81517,3
81518,3
81519,3
81520,4
81521,3
81522,3
81523,3
81524,3
81525,3
81526,3
81527,3
81528,4
81529,3
81530,3
81531,3
81532,3
81533,3
81534,3
81535,3
81536,3
81537,3
81538,3
81539,3
81540,3
81541,3
81542,3
81543,3
81544,3
81545,3
81546,3
81547,3
81548,3
81549,3
81550,3
81551,3
81552,3
81553,3
81554,3
81555,3
81556,3
81557,3
81558,3
81559,3
81560,3
81561,3
81562,3
81563,3
81564,3
81565,3
81566,3
81567,3
81568,3
81569,3
81570,3
81571,3
81572,3
81573,3
81574,3
81575,3
81576,3
81577,3
81578,3
81579,3
81580,3
81581,3
81582,3
81583,3
81584,3
81585,3
81586,3
81587,3
81588,3
81589,3
81590,3
81591,3
81592,3
81593,3
81594,3
81595,3
81596,3
81597,3
81598,3
81599,3
81600,3
81601,4
81602,3
81603,3
81604,3
81605,3
81606,3
81607,3
81608,3
81609,3
81610,3
81611,3
81612,3
81613,3
81614,3
81615,3
81616,3
81617,3
81618,3
81619,3
81620,3
81621,3
81622,3
81623,3
81624,3
81625,3
81626,3
81627,3
81628,3
81629,3
81630,3
81631,3
81632,3
81633,3
81634,4
81635,3
81636,3
81637,3
81638,3
81639,3
81640,3
81641,3
81642,3
81643,3
81644,3
81645,4
81646,3
81647,3
81648,3
81649,3
81650,3
81651,3
81652,3
81653,3
81654,3
81655,4
81656,3
81657,3
81658,3
81659,4
81660,3
81661,3
81662,3
81663,3
81664,3
81665,4
81666,3
81667,3
81668,3
81669,3
81670,3
81671,3
81672,3
81673,4
81674,3
81675,3
81676,3
81677,3
81678,3
81679,3
81680,3
81681,3
81682,3
81683,3
81684,4
81685,4
81686,3
81687,3
81688,4
81689,3
81690,3
81691,3
81692,3
81693,3
81694,3
81695,3
81696,3
81697,3
81698,3
81699,3
81700,3
81701,3
81702,3
81703,3
81704,3
81705,3
81706,3
81707,4
81708,3
81709,3
81710,3
81711,3
81712,3
81713,3
81714,3
81715,3
81716,3
81717,3
81718,3
81719,3
81720,3
81721,3
81722,3
81723,3
81724,3
81725,3
81726,3
81727,3
81728,3
81729,3
81730,3
81731,3
81732,3
81733,4
81734,3
81735,3
81736,3
81737,3
81738,3
81739,3
81740,3
81741,3
81742,3
81743,3
81744,3
81745,3
81746,3
81747,3
81748,3
81749,3
81750,3
81751,3
81752,3
81753,3
81754,3
81755,3
81756,3
81757,3
81758,3
81759,3
81760,3
81761,3
81762,3
81763,3
81764,3
81765,3
81766,3
81767,3
81768,3
81769,3
81770,4
81771,3
81772,3
81773,3
81774,4
81775,3
81776,4
81777,3
81778,3
81779,3
81780,3
81781,3
81782,3
81783,3
81784,4
81785,3
81786,3
81787,3
81788,3
81789,3
81790,3
81791,3
81792,3
81793,3
81794,3
81795,3
81796,4
81797,4
81798,4
81799,3
81800,3
81801,3
81802,3
81803,3
81804,3
81805,3
81806,3
81807,3
81808,3
81809,3
81810,3
81811,3
81812,3
81813,3
81814,3
81815,3
81816,3
81817,3
81818,3
81819,3
81820,3
81821,3
81822,3
81823,3
81824,3
81825,3
81826,4
81827,3
81828,4
81829,3
81830,3
81831,3
81832,3
81833,3
81834,3
81835,3
81836,3
81837,3
81838,3
81839,4
81840,3
81841,3
81842,3
81843,3
81844,3
81845,3
81846,3
81847,3
81848,3
81849,3
81850,3
81851,3
81852,3
81853,3
81854,3
81855,3
81856,3
81857,3
81858,3
81859,3
81860,3
81861,3
81862,3
81863,4
81864,3
81865,4
81866,3
81867,3
81868,3
81869,3
81870,4
81871,3
81872,3
81873,3
81874,3
81875,3
81876,3
81877,3
81878,3
81879,3
81880,3
81881,4
81882,3
81883,3
81884,3
81885,3
81886,3
81887,3
81888,3
81889,3
81890,3
81891,3
81892,3
81893,3
81894,3
81895,3
81896,3
81897,3
81898,3
81899,3
81900,4
81901,3
81902,3
81903,3
81904,3
81905,3
81906,3
81907,3
81908,3
81909,3
81910,3
81911,3
81912,3
81913,3
81914,3
81915,3
81916,3
81917,3
81918,3
81919,3
81920,3
81921,3
81922,3
81923,3
81924,4
81925,3
81926,3
81927,3
81928,3
81929,3
81930,3
81931,3
81932,3
81933,3
81934,3
81935,4
81936,3
81937,3
81938,3
81939,3
81940,3
81941,3
81942,3
81943,3
81944,3
81945,3
81946,4
81947,3
81948,3
81949,3
81950,3
81951,3
81952,3
81953,3
81954,4
81955,3
81956,3
81957,3
81958,3
81959,3
81960,3
81961,3
81962,3
81963,3
81964,3
81965,3
81966,3
81967,3
81968,3
81969,3
81970,3
81971,4
81972,3
81973,3
81974,4
81975,3
81976,3
81977,3
81978,4
81979,3
81980,3
81981,3
81982,3
81983,3
81984,3
81985,4
81986,4
81987,3
81988,3
81989,3
81990,4
81991,3
81992,4
81993,3
81994,3
81995,3
81996,3
81997,3
81998,3
81999,3
82000,3
82001,3
82002,3
82003,3
82004,3
82005,3
82006,3
82007,3
82008,3
82009,3
82010,3
82011,3
82012,3
82013,4
82014,3
82015,3
82016,4
82017,4
82018,3
82019,3
82020,3
82021,3
82022,4
82023,3
82024,3
82025,3
82026,3
82027,3
82028,3
82029,4
82030,3
82031,4
82032,3
82033,3
82034,3
82035,3
82036,4
82037,3
82038,3
82039,4
82040,3
82041,3
82042,3
82043,4
82044,3
82045,4
82046,3
82047,3
82048,3
82049,3
82050,3
82051,3
82052,3
82053,3
82054,3
82055,3
82056,3
82057,3
82058,3
82059,3
82060,3
82061,3
82062,3
82063,3
82064,3
82065,3
82066,3
82067,3
82068,3
82069,3
82070,4
82071,3
82072,4
82073,3
82074,3
82075,4
82076,3
82077,3
82078,3
82079,3
82080,3
82081,3
82082,3
82083,3
82084,3
82085,3
82086,3
82087,3
82088,3
82089,3
82090,3
82091,3
82092,3
82093,3
82094,3
82095,3
82096,3
82097,4
82098,3
82099,3
82100,3
82101,3
82102,3
82103,3
82104,3
82105,3
82106,3
82107,3
82108,3
82109,3
82110,3
82111,3
82112,3
82113,3
82114,3
82115,3
82116,3
82117,3
82118,4
82119,3
82120,3
82121,3
82122,3
82123,4
82124,3
82125,4
82126,3
82127,3
82128,3
82129,3
82130,3
82131,3
82132,3
82133,3
82134,3
82135,3
82136,3
82137,3
82138,3
82139,3
82140,3
82141,4
82142,3
82143,3
82144,3
82145,4
82146,3
82147,3
82148,3
82149,3
82150,3
82151,3
82152,3
82153,3
82154,3
82155,3
82156,3
82157,3
82158,3
82159,3
82160,3
82161,3
82162,3
82163,3
82164,3
82165,3
82166,3
82167,3
82168,3
82169,4
82170,3
82171,3
82172,3
82173,3
82174,3
82175,3
82176,4
82177,3
82178,3
82179,3
82180,3
82181,3
82182,3
82183,3
82184,3
82185,3
82186,3
82187,3
82188,4
82189,3
82190,3
82191,3
82192,3
82193,3
82194,3
82195,3
82196,3
82197,3
82198,3
82199,3
82200,3
82201,3
82202,3
82203,3
82204,3
82205,4
82206,3
82207,3
82208,3
82209,3
82210,3
82211,3
82212,3
82213,3
82214,3
82215,3
82216,3
82217,3
82218,4
82219,3
82220,3
82221,3
82222,3
